sheet_row,sku,product_type,product_subtype,product_name,body_material_primary,finish_name,colour_family,mount_type,parts_list,cable_type,cable_material,img_url
332,PHSF2AGRGB,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Green Brass,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2377.jpg
333,PHSF2GDRFG,Lighting Accessory,Pendant Lamp Holder,,Metal,French Gold (Rose Gold Tone),French Gold,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2376.jpg
334,PHSF2GYRCH,Lighting Accessory,Pendant Lamp Holder,E27 Chrome Pendant Lamp Holder with 1m Braided Cable,Metal,Polished Chrome,Silver,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2375.jpg
335,PHSF2BRRCO,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Copper,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2374.jpg
336,PHSF2BMRYB,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Yellow Brass,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2373.jpg
337,PHSF1GYTWH,Lighting Accessory,Pendant Lamp Holder,,Metal,Painetd White,White,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Twisted,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2337.jpg
338,PHSF1GDTYB,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Yellow Brass,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Twisted,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2336.jpg
339,PHSF1GDTFG,Lighting Accessory,Pendant Lamp Holder,,Metal,French Gold (Rose Gold Tone),French Gold,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Twisted,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2335.jpg
340,PHSF1ROTRO,Lighting Accessory,Pendant Lamp Holder,,Metal,Rose Gold,Rose Gold,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Twisted,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2334.jpg
341,PHSF1BWTSN,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Satinnickle,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Twisted,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2333.jpg
342,PHSF1AGTGB,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Green Brass,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Twisted,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2332.jpg
343,PHSF1GYTCH,Lighting Accessory,Pendant Lamp Holder,E27 Chrome Pendant Lamp Holder with 1m Braided Cable,Metal,Polished Chrome,Silver,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Twisted,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2331.jpg
344,PHSF1BRTCO,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Copper,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Twisted,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2330.jpg
345,PHSF1BMTBY,Lighting Accessory,Pendant Lamp Holder,,Metal,Gloss,Blacks,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Twisted,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2329.jpg
346,PHSF1BMTYB,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Yellow Brass,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Twisted,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2328.jpg
347,PHSF1GYRWH,Lighting Accessory,Pendant Lamp Holder,,Metal,Painetd White,White,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2327.jpg
348,PHSF1BWRSN,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Satinnickle,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2326.jpg
349,PHSF1BMRBY,Lighting Accessory,Pendant Lamp Holder,,Metal,Gloss,Blacks,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2325.jpg
350,PHSF1GDRYB,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Yellow Brass,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2324.jpg
351,PHSF1RORRO,Lighting Accessory,Pendant Lamp Holder,,Metal,Rose Gold,Rose Gold,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2323.jpg
352,PHSF1AGRGB,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Green Brass,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2322.jpg
353,PHSF1GDRFG,Lighting Accessory,Pendant Lamp Holder,,Metal,French Gold (Rose Gold Tone),French Gold,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2321.jpg
354,PHSF1GYRCH,Lighting Accessory,Pendant Lamp Holder,E27 Chrome Pendant Lamp Holder with 1m Braided Cable,Metal,Polished Chrome,Silver,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2320.jpg
355,PHSF1BRRCO,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Copper,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2319.jpg
356,PHSF1BMRYB,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Yellow Brass,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2318.jpg
357,PHSF1BMRBM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2339.jpg
358,PHSF1BMTBM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Twisted,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2338.jpg
359,PHCH1F120RBM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/39544.jpg
360,PHCH1GDRGB,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Green Brass,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/38752.jpg
361,PHHT1FBRBM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/33008.jpg
362,PHFHT1PBRBM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/37504.jpg
363,PHCH1FBRBM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3887.jpg
364,PHBR1BMRBM,Lighting Accessory,Pendant Lamp Holder,,PVC,Matte Black,Black,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/33014.jpg
365,PHMF1PBRYB,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Yellow Brass,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/4969.jpg
366,PHMF1PBRWH,Lighting Accessory,Pendant Lamp Holder,,Metal,Painetd White,White,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/4968.jpg
367,PHMF1PBRBM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/4967.jpg
368,PHDC1PBRBX,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2678.jpg
369,PHGP1PBRBM,Lighting Accessory,Pendant Lamp Holder,,,Matte Black,Black,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2423.jpg
370,PHPO1PBRBM,Lighting Accessory,Pendant Lamp Holder,,,Matte Black,Black,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/250.jpg
371,PHWL1PBRRR,Lighting Accessory,Pendant Lamp Holder,,Metal,Rustic Red,Red,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2402.jpg
372,PHWL1PBRBS,Lighting Accessory,Pendant Lamp Holder,,Metal,Brushed Silver,Silver,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2401.jpg
373,PHWL1PBRBC,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Brushed Copper,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2400.jpg
374,PHWL1PBRBM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2399.jpg
375,PHWL1PBRBB,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Brushed Brass,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2398.jpg
376,PHUH2HE3TBM,Lighting Accessory,Pendant Lamp Holder,Decorative Rope Pendant Light with Ceiling Rose,Hemp / Natural Fiber Rope,Matte Black,Black,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Rope Cable,Natural Fiber Rope,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/33970.jpg
377,PHHR1BRTRE,Lighting Accessory,Pendant Lamp Holder,Decorative Rope Pendant Light with Ceiling Rose,Hemp / Natural Fiber Rope,Gloss Plastic Finish,Silicone Red,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Rope Cable,Natural Fiber Rope,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/4918.jpg
378,PHHR3DSTHE,Lighting Accessory,Pendant Lamp Holder,Decorative Rope Pendant Light with Ceiling Rose,Hemp / Natural Fiber Rope,Woven,Browns,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Rope Cable,Natural Fiber Rope,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3878.jpg
379,PHHR1DSTHE,Lighting Accessory,Pendant Lamp Holder,Decorative Rope Pendant Light with Ceiling Rose,Hemp / Natural Fiber Rope,Woven,Browns,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Rope Cable,Natural Fiber Rope,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3837.jpg
380,PHHR2HETHE,Lighting Accessory,Pendant Lamp Holder,Decorative Rope Pendant Light with Ceiling Rose,Hemp / Natural Fiber Rope,Woven,Browns,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Rope Cable,Natural Fiber Rope,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2626.jpg
381,PHUH2HETBM,Lighting Accessory,Pendant Lamp Holder,Decorative Rope Pendant Light with Ceiling Rose,Hemp / Natural Fiber Rope,Matte Black,Black,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Rope Cable,Natural Fiber Rope,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/784.jpg
382,PHUH1HETBM,Lighting Accessory,Pendant Lamp Holder,Decorative Rope Pendant Light with Ceiling Rose,Hemp / Natural Fiber Rope,Matte Black,Black,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Rope Cable,Natural Fiber Rope,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/783.jpg
383,PHUH0.5HETBM,Lighting Accessory,Pendant Lamp Holder,Decorative Rope Pendant Light with Ceiling Rose,Hemp / Natural Fiber Rope,Matte Black,Black,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Rope Cable,Natural Fiber Rope,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/782.jpg
384,PHDH1HETHE,Lighting Accessory,Pendant Lamp Holder,Decorative Rope Pendant Light with Ceiling Rose,Hemp / Natural Fiber Rope,Woven,Browns,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Rope Cable,Natural Fiber Rope,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1808.jpg
385,PHSH1HETYB,Lighting Accessory,Pendant Lamp Holder,Decorative Rope Pendant Light with Ceiling Rose,Hemp / Natural Fiber Rope,Brass,Yellow Brass,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Rope Cable,Natural Fiber Rope,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1807.jpg
386,PHHR1BMTBM,Lighting Accessory,Pendant Lamp Holder,Decorative Rope Pendant Light with Ceiling Rose,Hemp / Natural Fiber Rope,Matte Black,Black,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Rope Cable,Natural Fiber Rope,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1620.jpg
387,PHHR1BRTBR,Lighting Accessory,Pendant Lamp Holder,Decorative Rope Pendant Light with Ceiling Rose,Hemp / Natural Fiber Rope,Woven,Browns,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Rope Cable,Natural Fiber Rope,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1619.jpg
388,PHHR1YETYE,Lighting Accessory,Pendant Lamp Holder,Decorative Rope Pendant Light with Ceiling Rose,Hemp / Natural Fiber Rope,Glossy painted,Browns,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Rope Cable,Natural Fiber Rope,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1618.jpg
389,PHHR1HETHE,Lighting Accessory,Pendant Lamp Holder,Decorative Rope Pendant Light with Ceiling Rose,Hemp / Natural Fiber Rope,Woven,Browns,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Rope Cable,Natural Fiber Rope,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1617.jpg
390,PHTT1PBR3BC,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Brushed Copper,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2350.jpg
391,PHTT1PBR3RR,Lighting Accessory,Pendant Lamp Holder,,Metal,Rustic Red,Red,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2349.jpg
392,PHTT1PBR3BS,Lighting Accessory,Pendant Lamp Holder,,Metal,Brushed Silver,Silver,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2348.jpg
393,PHTT1PBR3BM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2347.jpg
394,PHCD1PBR3WH,Lighting Accessory,Pendant Lamp Holder,,Metal,Painetd White,White,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2395.jpg
395,PHCI1PBR3WH,Lighting Accessory,Pendant Lamp Holder,,Metal,Painetd White,White,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2396.jpg
396,PHCD1PBRWH,Lighting Accessory,Pendant Lamp Holder,,Metal,Painetd White,White,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/251.jpg
397,PHHCF1BMRBM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/40421.jpg
398,PHHCF1BMRYB,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Yellow Brass,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/40420.jpg
399,PHBAF1BMRBM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/34776.jpg
400,PHCD1PBRBM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/34427.jpg
401,PHCD1PBRBW,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/33900.jpg
402,PHBAF1BMRBM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/34776.jpg
403,PHCD1PBRBM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/34427.jpg
404,PHCD1PBRBW,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/33900.jpg
405,PHSF1PBR40WH,Lighting Accessory,Pendant Lamp Holder,,PVC,Painetd White,White,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3138.jpg
406,PHSF1PWR40WH,Lighting Accessory,Pendant Lamp Holder,,PVC,Painetd White,White,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3137.jpg
407,PHSF1PWR20WH,Lighting Accessory,Pendant Lamp Holder,,PVC,Painetd White,White,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2667.jpg
408,PHSF1PBR20WH,Lighting Accessory,Pendant Lamp Holder,,PVC,Painetd White,White,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2666.jpg
409,PHSF1PBR20WH,Lighting Accessory,Pendant Lamp Holder,,PVC,Painetd White,White,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2666.jpg
